"","pixelxocc","pixel.id","fire","pix","ID","fire.occ","group","elev","fire.yr","sens","int","pue","m.npp","map","m.bare","m.shrub","m.annual","m.perennial","m.litter","group.fire.occ","group.num","fire.num"
"503","NV4050111851919990804-784-after","NV4050111851919990804-784","NV4050111851919990804","784",784,"after","fire",1437.271484375,1999,0.195370217616702,-7.14135968656885,0.158578050680287,30.78,194.100002288818,31.2,11.7,16.7,3.7,14.5,"fire-after",1,1
"504","NV4050111851919990804-784-before","NV4050111851919990804-784","NV4050111851919990804","784",784,"before","fire",1437.271484375,1999,0.138580814864127,9.2685930754937,0.174969463035768,44.5666666666667,254.711112976074,31.3333333333333,15.2222222222222,11.7777777777778,4.66666666666667,14.8888888888889,"fire-before",1,0
"505","NV4050111851919990804-785-after","NV4050111851919990804-785","NV4050111851919990804","785",785,"after","fire",1915.00646972656,1999,0.162901022998748,83.4240647475194,0.454930514108207,129.96,285.670000076294,23.9,18.8,13.8,16.1,16,"fire-after",1,1
"506","NV4050111851919990804-785-before","NV4050111851919990804-785","NV4050111851919990804","785",785,"before","fire",1915.00646972656,1999,0.149399388958252,67.8877825512124,0.337101774559621,121.922222222222,361.677782270643,25.5555555555556,22.5555555555556,11,16.8888888888889,15.5555555555556,"fire-before",1,0
"507","NV4050111851919990804-787-after","NV4050111851919990804-787","NV4050111851919990804","787",787,"after","fire",1815.42626953125,1999,0.248631102927814,-0.000377598364876619,0.248629446867264,56.69,228.009999275207,14.6,14.6,24.4,7.7,11.6,"fire-after",1,1
"508","NV4050111851919990804-787-before","NV4050111851919990804-787","NV4050111851919990804","787",787,"before","fire",1815.42626953125,1999,0.149912586592394,15.8903410937492,0.202423352020494,61.2555555555556,302.611111534966,14.2222222222222,17.1111111111111,11.3333333333333,7.77777777777778,11.3333333333333,"fire-before",1,0
"509","NV4050111851919990804-788-after","NV4050111851919990804-788","NV4050111851919990804","788",788,"after","fire",1377.79760742188,1999,0.223217327134456,-17.8684706045976,0.134619198526961,27.15,201.680000305176,32.9,9.6,26,6.6,15.8,"fire-after",1,1
"510","NV4050111851919990804-788-before","NV4050111851919990804-788","NV4050111851919990804","788",788,"before","fire",1377.79760742188,1999,0.157609854808111,-3.90211968743474,0.142916909874829,37.9555555555556,265.577779346042,35.7777777777778,15.6666666666667,17.1111111111111,5,15.3333333333333,"fire-before",1,0
"511","NV4050111851919990804-791-after","NV4050111851919990804-791","NV4050111851919990804","791",791,"after","fire",1289.25769042969,1999,0.296981016045316,2.76973830167317,0.312054421768707,57.34,183.75,42.5,11.7,13.5,3.2,14.8,"fire-after",1,1
"512","NV4050111851919990804-791-before","NV4050111851919990804-791","NV4050111851919990804","791",791,"before","fire",1289.25769042969,1999,0.32330627980254,-2.23543686183973,0.314142566792354,76.6333333333333,243.944442537096,26,16.2222222222222,15.2222222222222,7.88888888888889,15.7777777777778,"fire-before",1,0
"513","NV4050111851919990804-795-after","NV4050111851919990804-795","NV4050111851919990804","795",795,"after","fire",1496.91662597656,1999,0.249017770641436,-5.96298664718705,0.223217378207419,51.59,231.11999797821,25.2,10.9,28.6,9.1,14.4,"fire-after",1,1
"514","NV4050111851919990804-795-before","NV4050111851919990804-795","NV4050111851919990804","795",795,"before","fire",1496.91662597656,1999,0.137986924353074,18.2568085018078,0.198888064389884,59.6222222222222,299.777779049344,32.4444444444444,14.7777777777778,17,7.88888888888889,13.4444444444444,"fire-before",1,0
"515","NV4050111851919990804-800-after","NV4050111851919990804-800","NV4050111851919990804","800",800,"after","fire",1331.91687011719,1999,0.15450646262281,-5.15841671607515,0.129481396961293,26.69,206.129997253418,35.1,9.7,16.8,4.2,17.9,"fire-after",1,1
"516","NV4050111851919990804-800-before","NV4050111851919990804-800","NV4050111851919990804","800",800,"before","fire",1331.91687011719,1999,0.129171655826501,7.14556567085173,0.15592628039208,41.6444444444444,267.077777650621,38.7777777777778,13.1111111111111,10.6666666666667,4.77777777777778,16.7777777777778,"fire-before",1,0
"517","NV4050111851919990804-801-after","NV4050111851919990804-801","NV4050111851919990804","801",801,"after","fire",1295.3662109375,1999,0.398357298248272,5.93108645272229,0.430084517868354,80.4,186.940000534058,29.5,11.4,28.8,6.8,17.7,"fire-after",1,1
"518","NV4050111851919990804-801-before","NV4050111851919990804-801","NV4050111851919990804","801",801,"before","fire",1295.3662109375,1999,0.295487504346337,0.667053523748355,0.298168827146486,74.1777777777778,248.777776294284,26.3333333333333,14.8888888888889,22.5555555555556,9.22222222222222,16.6666666666667,"fire-before",1,0
"519","NV4050111851919990804-802-after","NV4050111851919990804-802","NV4050111851919990804","802",802,"after","fire",1700.36486816406,1999,0.382113305852499,54.3534811619248,0.60152386626516,149.0125,247.72500038147,20.625,15.625,22.75,14.25,12.625,"fire-after",1,1
"520","NV4050111851919990804-802-before","NV4050111851919990804-802","NV4050111851919990804","802",802,"before","fire",1700.36486816406,1999,0.220676095891865,47.3829455554874,0.3805435774102,112.788888888889,296.388891008165,21.2222222222222,21,13.7777777777778,17.6666666666667,15.2222222222222,"fire-before",1,0
"521","NV4050111851919990804-807-after","NV4050111851919990804-807","NV4050111851919990804","807",807,"after","fire",1620.44384765625,1999,0.20945413238676,-1.70225371837365,0.20262408099458,50.5,249.230001449585,18.1,17.1,14.9,6.1,10.2,"fire-after",1,1
"522","NV4050111851919990804-807-before","NV4050111851919990804-807","NV4050111851919990804","807",807,"before","fire",1620.44384765625,1999,0.0925527419434677,13.0030055922319,0.13277651638083,42.9222222222222,323.26666937934,18.8888888888889,22.5555555555556,8.77777777777778,6.44444444444444,10.3333333333333,"fire-before",1,0
"523","NV4050111851919990804-812-after","NV4050111851919990804-812","NV4050111851919990804","812",812,"after","fire",1443.78967285156,1999,0.150171095865712,-0.866406658650356,0.145984342911162,30.21,206.940000534058,23.6,15.9,11.6,2.7,14.3,"fire-after",1,1
"524","NV4050111851919990804-812-before","NV4050111851919990804-812","NV4050111851919990804","812",812,"before","fire",1443.78967285156,1999,0.0920269602138885,14.7960765424283,0.146996904024768,39.5666666666667,269.166666666667,28.8888888888889,16.2222222222222,8.55555555555556,3,13.3333333333333,"fire-before",1,0
"525","NV4050111851919990804-817-after","NV4050111851919990804-817","NV4050111851919990804","817",817,"after","fire",1712.45129394531,1999,0.318284875982049,5.77786565802361,0.343625280685308,78.35,228.009999275207,13.5,12.4,30.8,11.2,13.5,"fire-after",1,1
"526","NV4050111851919990804-817-before","NV4050111851919990804-817","NV4050111851919990804","817",817,"before","fire",1712.45129394531,1999,0.18087927073276,29.8305894965921,0.279456581213129,84.5666666666667,302.611111534966,17,19.5555555555556,13.2222222222222,14.2222222222222,15.5555555555556,"fire-before",1,0
"527","NV4050111851919990804-819-after","NV4050111851919990804-819","NV4050111851919990804","819",819,"after","fire",1271.98303222656,1999,0.395464800054816,5.62411912915962,0.426872178167561,76.44,179.069997787476,32,10.1,22.8,6.2,15.6,"fire-after",1,1
"528","NV4050111851919990804-819-before","NV4050111851919990804-819","NV4050111851919990804","819",819,"before","fire",1271.98303222656,1999,0.352213778487316,-2.39106393864223,0.342044327382598,80.4222222222222,235.122221840753,24,18,13.7777777777778,6.77777777777778,15.4444444444444,"fire-before",1,0
"529","NV4050111851919990804-82-after","NV4050111851919990804-82","NV4050111851919990804","82",82,"after","fire",1595.78527832031,1999,0.175603467002497,14.1545270614161,0.236846661815741,54.74,231.11999797821,37.4,15.3,16.4,6.5,17,"fire-after",1,1
"530","NV4050111851919990804-82-before","NV4050111851919990804-82","NV4050111851919990804","82",82,"before","fire",1595.78527832031,1999,0.0980427584452393,27.6534040658593,0.19028910223214,57.0444444444444,299.777779049344,38,17.1111111111111,10.7777777777778,6.55555555555556,15.1111111111111,"fire-before",1,0
"531","NV4050111851919990804-821-after","NV4050111851919990804-821","NV4050111851919990804","821",821,"after","fire",1622.05053710938,1999,0.211285527039242,19.5476894178654,0.295863623218129,68.38,231.11999797821,23.7,18,19,12.6,14.1,"fire-after",1,1
"532","NV4050111851919990804-821-before","NV4050111851919990804-821","NV4050111851919990804","821",821,"before","fire",1622.05053710938,1999,0.113746517103596,34.7346550614191,0.229614528306994,68.8333333333333,299.777779049344,23.4444444444444,19,14,11.1111111111111,15,"fire-before",1,0
"533","NV4050111851919990804-825-after","NV4050111851919990804-825","NV4050111851919990804","825",825,"after","fire",1487.39758300781,1999,0.298899146685718,-5.98911722303004,0.271183300668146,58.6,216.090002059936,14.5,10.1,34.3,8.9,14.7,"fire-after",1,1
"534","NV4050111851919990804-825-before","NV4050111851919990804-825","NV4050111851919990804","825",825,"before","fire",1487.39758300781,1999,0.17588825596325,9.9907495481618,0.211373770574406,59.5111111111111,281.544445885552,20.7777777777778,17.2222222222222,15,7,13.3333333333333,"fire-before",1,0
"535","NV4050111851919990804-829-after","NV4050111851919990804-829","NV4050111851919990804","829",829,"after","fire",1272.27026367188,1999,0.428473035858338,3.95333441685438,0.45055006978753,80.68,179.069997787476,31.2,10.5,24.8,6,16.7,"fire-after",1,1
"536","NV4050111851919990804-829-before","NV4050111851919990804-829","NV4050111851919990804","829",829,"before","fire",1272.27026367188,1999,0.378810031898903,-6.82221191119193,0.34979443372285,82.2444444444444,235.122221840753,25,18.1111111111111,16.2222222222222,7,16.1111111111111,"fire-before",1,0
"537","NV4050111851919990804-83-after","NV4050111851919990804-83","NV4050111851919990804","83",83,"after","fire",1563.85290527344,1999,0.182021038589079,4.40707339633414,0.202415658212026,43.74,216.090002059936,10,15,23.4,8.6,13.3,"fire-after",1,1
"538","NV4050111851919990804-83-before","NV4050111851919990804-83","NV4050111851919990804","83",83,"before","fire",1563.85290527344,1999,0.145927066156128,14.9039339082576,0.198863411113599,55.9888888888889,281.544445885552,13.2222222222222,16.8888888888889,15.1111111111111,10.8888888888889,14.1111111111111,"fire-before",1,0
"539","NV4050111851919990804-831-after","NV4050111851919990804-831","NV4050111851919990804","831",831,"after","fire",1617.52001953125,1999,0.374864662582867,29.1143166996276,0.521802772351584,103.39,198.1399974823,12.3,7.6,38.4,12.6,14.7,"fire-after",1,1
"540","NV4050111851919990804-831-before","NV4050111851919990804-831","NV4050111851919990804","831",831,"before","fire",1617.52001953125,1999,0.200433950982601,25.155960651985,0.299041810107736,76.2888888888889,255.111112594605,13.4444444444444,11.3333333333333,21.2222222222222,13.2222222222222,15.1111111111111,"fire-before",1,0
"541","NV4050111851919990804-832-after","NV4050111851919990804-832","NV4050111851919990804","832",832,"after","fire",1820.12341308594,1999,0.240988698021809,-8.32009041343105,0.212748624741885,62.68,294.620000839233,15.8,16.4,17.8,9.9,11.5,"fire-after",1,1
"542","NV4050111851919990804-832-before","NV4050111851919990804-832","NV4050111851919990804","832",832,"before","fire",1820.12341308594,1999,0.0994692849442985,13.6292123282348,0.135778348555208,50.9666666666667,375.366670820448,16.4444444444444,23.4444444444444,11.4444444444444,8.88888888888889,11.3333333333333,"fire-before",1,0
"543","NV4050111851919990804-833-after","NV4050111851919990804-833","NV4050111851919990804","833",833,"after","fire",1776.11535644531,1999,0.10876839115825,32.5781336895243,0.222809535418493,63.65,285.670000076294,20.9,16.8,13.6,9.3,15.4,"fire-after",1,1
"544","NV4050111851919990804-833-before","NV4050111851919990804-833","NV4050111851919990804","833",833,"before","fire",1776.11535644531,1999,0.0692502051687883,48.2759615949878,0.202728024270386,73.3222222222222,361.677782270643,19.7777777777778,19.1111111111111,8.33333333333333,9.88888888888889,14.1111111111111,"fire-before",1,0
"545","NV4050111851919990804-836-after","NV4050111851919990804-836","NV4050111851919990804","836",836,"after","fire",1318.23095703125,1999,0.294198228179074,10.9616794294951,0.34951554494679,69.26,198.159998893738,28.9,14,12.7,3.4,15.1,"fire-after",1,1
"546","NV4050111851919990804-836-before","NV4050111851919990804-836","NV4050111851919990804","836",836,"before","fire",1318.23095703125,1999,0.317324737236404,-1.55049661463141,0.311385401401967,81.2888888888889,261.055555343628,24.7777777777778,15.4444444444444,14.7777777777778,6.55555555555556,14.8888888888889,"fire-before",1,0
"547","NV4050111851919990804-839-after","NV4050111851919990804-839","NV4050111851919990804","839",839,"after","fire",1852.61389160156,1999,0.148734177611235,18.7799364673552,0.212477088526516,62.6,294.620000839233,14,17.7,19.3,11.8,11,"fire-after",1,1
"548","NV4050111851919990804-839-before","NV4050111851919990804-839","NV4050111851919990804","839",839,"before","fire",1852.61389160156,1999,0.104005707771616,22.9597237274441,0.165171830158722,62,375.366670820448,15.1111111111111,20.1111111111111,14.6666666666667,11.8888888888889,10.6666666666667,"fire-before",1,0
"549","NV4050111851919990804-840-after","NV4050111851919990804-840","NV4050111851919990804","840",840,"after","fire",1311.29504394531,1999,0.192583231761001,-6.48059029919514,0.157016630774907,28.61,182.209998130798,29.4,11.2,21.2,2.3,12.9,"fire-after",1,1
"550","NV4050111851919990804-840-before","NV4050111851919990804-840","NV4050111851919990804","840",840,"before","fire",1311.29504394531,1999,0.158233700866856,-0.0698123334591874,0.157939147871554,37.4333333333333,237.011113696628,34.2222222222222,13.4444444444444,14,2.66666666666667,11.3333333333333,"fire-before",1,0
"551","NV4050111851919990804-841-after","NV4050111851919990804-841","NV4050111851919990804","841",841,"after","fire",1585.61401367188,1999,0.224779561184239,-4.54261583933379,0.203757691611236,44.03,216.090002059936,12.7,11,30.8,6.3,11.8,"fire-after",1,1
"552","NV4050111851919990804-841-before","NV4050111851919990804-841","NV4050111851919990804","841",841,"before","fire",1585.61401367188,1999,0.135067909397006,14.7946025141221,0.187615927055774,52.8222222222222,281.544445885552,11.1111111111111,12.7777777777778,16.6666666666667,6.66666666666667,9.88888888888889,"fire-before",1,0
"553","NV4050111851919990804-851-after","NV4050111851919990804-851","NV4050111851919990804","851",851,"after","fire",1724.43518066406,1999,0.159950000911785,24.2269292689921,0.266869676328518,60.47,226.590000152588,13.3,18.2,17.9,9.9,12.5,"fire-after",1,1
"554","NV4050111851919990804-851-before","NV4050111851919990804-851","NV4050111851919990804","851",851,"before","fire",1724.43518066406,1999,0.110551337047163,37.6227007020105,0.237488283212847,70.3888888888889,296.388891008165,13.6666666666667,18.7777777777778,14.1111111111111,13.7777777777778,12.4444444444444,"fire-before",1,0
"555","NV4050111851919990804-853-after","NV4050111851919990804-853","NV4050111851919990804","853",853,"after","fire",1488.40405273438,1999,0.190629829795052,-4.50577608512096,0.165621359289903,29.84,180.169998168945,18.1,12.7,11.9,2.4,10.5,"fire-after",1,1
"556","NV4050111851919990804-853-before","NV4050111851919990804-853","NV4050111851919990804","853",853,"before","fire",1488.40405273438,1999,0.137695165198,12.6468225126896,0.192061521140328,44.6777777777778,232.622221840752,20,15,12,3.88888888888889,9.88888888888889,"fire-before",1,0
"557","NV4050111851919990804-859-after","NV4050111851919990804-859","NV4050111851919990804","859",859,"after","fire",1730.56994628906,1999,0.16199464052281,3.34313887321831,0.173341931486409,51.07,294.620000839233,15.2,16.1,21.8,7.3,11.4,"fire-after",1,1
"558","NV4050111851919990804-859-before","NV4050111851919990804-859","NV4050111851919990804","859",859,"before","fire",1730.56994628906,1999,0.149304431098009,-7.3994627955561,0.129591805095858,48.6444444444444,375.366670820448,17.7777777777778,19.1111111111111,13.2222222222222,8.22222222222222,11.4444444444444,"fire-before",1,0
"559","NV4050111851919990804-860-after","NV4050111851919990804-860","NV4050111851919990804","860",860,"after","fire",1561.74890136719,1999,0.115803287999573,7.8697161188377,0.145575602615233,38.48,264.330006599426,16.3,15.9,12.7,2.9,12.8,"fire-after",1,1
"560","NV4050111851919990804-860-before","NV4050111851919990804-860","NV4050111851919990804","860",860,"before","fire",1561.74890136719,1999,0.118244970098754,4.98525464970107,0.132743077167892,45.6444444444444,343.855554792616,15.3333333333333,16.3333333333333,10.5555555555556,4.88888888888889,11.4444444444444,"fire-before",1,0
"561","NV4050111851919990804-862-after","NV4050111851919990804-862","NV4050111851919990804","862",862,"after","fire",1346.35424804688,1999,0.187960602749385,-10.9243185284815,0.134963374427245,27.82,206.129997253418,25,9.5,23.8,3.7,15.2,"fire-after",1,1
"562","NV4050111851919990804-862-before","NV4050111851919990804-862","NV4050111851919990804","862",862,"before","fire",1346.35424804688,1999,0.132733833405961,2.46085386599932,0.141947830495672,37.9111111111111,267.077777650621,35.2222222222222,13.1111111111111,12.7777777777778,3.33333333333333,12.8888888888889,"fire-before",1,0
"563","NV4050111851919990804-870-after","NV4050111851919990804-870","NV4050111851919990804","870",870,"after","fire",1569.79138183594,1999,0.19881841359605,1.64157638151699,0.205425418193821,51.04,248.46000289917,19.8,8.4,30,10.3,12.6,"fire-after",1,1
"564","NV4050111851919990804-870-before","NV4050111851919990804-870","NV4050111851919990804","870",870,"before","fire",1569.79138183594,1999,0.124912016026971,14.0909004818505,0.168565626942039,54.4111111111111,322.788887023926,20.8888888888889,10.1111111111111,21.2222222222222,8.33333333333333,12.8888888888889,"fire-before",1,0
"565","NV4050111851919990804-875-after","NV4050111851919990804-875","NV4050111851919990804","875",875,"after","fire",1599.18359375,1999,0.52832091090957,25.9153128304952,0.623057933295311,170.4375,273.550003767013,16.25,8.375,36.75,14.625,14.75,"fire-after",1,1
"566","NV4050111851919990804-875-before","NV4050111851919990804-875","NV4050111851919990804","875",875,"before","fire",1599.18359375,1999,0.254145786879795,39.9978976445845,0.37805927725228,122.033333333333,322.788887023926,23.5555555555556,17.4444444444444,13.4444444444444,13,16.7777777777778,"fire-before",1,0
"567","NV4050111851919990804-88-after","NV4050111851919990804-88","NV4050111851919990804","88",88,"after","fire",1378.36584472656,1999,0.230110233594472,-16.2886436345184,0.147910779994086,29.31,198.159998893738,17.1,12.4,21.9,4.8,15.7,"fire-after",1,1
"568","NV4050111851919990804-88-before","NV4050111851919990804-88","NV4050111851919990804","88",88,"before","fire",1378.36584472656,1999,0.154618464330128,-2.08623129430282,0.146626942021566,38.2777777777778,261.055555343628,18.7777777777778,15.3333333333333,15.5555555555556,5.11111111111111,14.4444444444444,"fire-before",1,0
"569","NV4050111851919990804-891-after","NV4050111851919990804-891","NV4050111851919990804","891",891,"after","fire",1321.802734375,1999,0.225485557426702,-19.0597548416102,0.119421257144623,21.46,179.70000076294,27.7,11.6,21.4,6.1,16.1,"fire-after",1,1
"570","NV4050111851919990804-891-before","NV4050111851919990804-891","NV4050111851919990804","891",891,"before","fire",1321.802734375,1999,0.13624609041685,-1.67895367617535,0.129227053300387,30.9111111111111,239.199999703301,30.7777777777778,16.2222222222222,15.8888888888889,4.77777777777778,14.3333333333333,"fire-before",1,0
"571","NV4050111851919990804-894-after","NV4050111851919990804-894","NV4050111851919990804","894",894,"after","fire",1752.84887695312,1999,0.188429644165102,87.7213035369792,0.495501802647097,141.55,285.670000076294,20.1,16.3,15.3,15.7,16.7,"fire-after",1,1
"572","NV4050111851919990804-894-before","NV4050111851919990804-894","NV4050111851919990804","894",894,"before","fire",1752.84887695312,1999,0.131707696023206,58.0086970387954,0.292095477309111,105.644444444444,361.677782270643,24.6666666666667,20.1111111111111,8.88888888888889,14.7777777777778,16.5555555555556,"fire-before",1,0
"573","NV4050111851919990804-895-after","NV4050111851919990804-895","NV4050111851919990804","895",895,"after","fire",1291.38305664062,1999,0.28935501716399,9.58101559611678,0.341496598639456,62.75,183.75,37.6,13.8,15.4,3,15.1,"fire-after",1,1
"574","NV4050111851919990804-895-before","NV4050111851919990804-895","NV4050111851919990804","895",895,"before","fire",1291.38305664062,1999,0.320831711767954,-0.787335297677913,0.317604192872711,77.4777777777778,243.944442537096,22.4444444444444,17.5555555555556,14.5555555555556,8.33333333333333,14.4444444444444,"fire-before",1,0
"575","NV4050111851919990804-896-after","NV4050111851919990804-896","NV4050111851919990804","896",896,"after","fire",1382.65881347656,1999,0.294860953372404,-26.4665040216377,0.17238187627796,37.25,216.090002059936,26.4,8.7,28.3,6.2,18,"fire-after",1,1
"576","NV4050111851919990804-896-before","NV4050111851919990804-896","NV4050111851919990804","896",896,"before","fire",1382.65881347656,1999,0.149641102147949,3.0360454807191,0.16042464103528,45.1666666666667,281.544445885552,37.1111111111111,14.1111111111111,14.6666666666667,4.33333333333333,16.1111111111111,"fire-before",1,0
"577","NV4050111851919990804-902-after","NV4050111851919990804-902","NV4050111851919990804","902",902,"after","fire",1610.22985839844,1999,0.204171327383251,3.67192322797449,0.220058845815649,50.86,231.11999797821,21.5,16.3,18.7,7.9,11.5,"fire-after",1,1
"578","NV4050111851919990804-902-before","NV4050111851919990804-902","NV4050111851919990804","902",902,"before","fire",1610.22985839844,1999,0.0870751632862698,23.4968009396831,0.165455892552449,49.6,299.777779049344,22.3333333333333,17.7777777777778,10.2222222222222,7.22222222222222,12,"fire-before",1,0
"579","NV4050111851919990804-908-after","NV4050111851919990804-908","NV4050111851919990804","908",908,"after","fire",1439.09484863281,1999,0.147760330786155,-7.05030355804462,0.112802459170842,22.75,201.680000305176,21,15.3,12.2,3.2,13.5,"fire-after",1,1
"580","NV4050111851919990804-908-before","NV4050111851919990804-908","NV4050111851919990804","908",908,"before","fire",1439.09484863281,1999,0.113304464975876,-1.55781486495133,0.107438707423466,28.5333333333333,265.577779346042,22.2222222222222,16.6666666666667,12.4444444444444,3.55555555555556,14,"fire-before",1,0
"581","NV4050111851919990804-91-after","NV4050111851919990804-91","NV4050111851919990804","91",91,"after","fire",1281.64318847656,1999,0.346868846951686,7.18619634381737,0.386999502184877,69.3,179.069997787476,30,12.6,18.9,4.1,15.9,"fire-after",1,1
"582","NV4050111851919990804-91-before","NV4050111851919990804-91","NV4050111851919990804","91",91,"before","fire",1281.64318847656,1999,0.372202959111739,-15.0465200553882,0.30820849726296,72.4666666666667,235.122221840753,24.7777777777778,16,16.5555555555556,5.11111111111111,14.6666666666667,"fire-before",1,0
"583","NV4050111851919990804-910-after","NV4050111851919990804-910","NV4050111851919990804","910",910,"after","fire",1718.94738769531,1999,0.130014509476502,39.5051251089206,0.264102911473614,77.81,294.620000839233,18.4,17.7,16.7,15.5,13.8,"fire-after",1,1
"584","NV4050111851919990804-910-before","NV4050111851919990804-910","NV4050111851919990804","910",910,"before","fire",1718.94738769531,1999,0.128745438546722,31.7065866827315,0.213213744199512,80.0333333333333,375.366670820448,20.7777777777778,19.7777777777778,13.2222222222222,16.6666666666667,13.5555555555556,"fire-before",1,0
"585","NV4050111851919990804-911-after","NV4050111851919990804-911","NV4050111851919990804","911",911,"after","fire",1776.11560058594,1999,0.220116240764866,70.0951064594187,0.466331792377805,132.76,284.690004348755,25.7,15.2,15.7,14,14.8,"fire-after",1,1
"586","NV4050111851919990804-911-before","NV4050111851919990804-911","NV4050111851919990804","911",911,"before","fire",1776.11560058594,1999,0.159120497429623,49.8184158917838,0.294643934811547,108.311111111111,367.600002288818,23.7777777777778,20.3333333333333,10.4444444444444,14.4444444444444,15.8888888888889,"fire-before",1,0
"587","NV4050111851919990804-912-after","NV4050111851919990804-912","NV4050111851919990804","912",912,"after","fire",1353.26098632812,1999,0.306751624014307,-21.4574395369788,0.187656104476931,33.81,180.169998168945,16.3,9.1,35,6.8,16.7,"fire-after",1,1
"588","NV4050111851919990804-912-before","NV4050111851919990804-912","NV4050111851919990804","912",912,"before","fire",1353.26098632812,1999,0.166883504496915,7.26807728424531,0.198127627378782,46.0888888888889,232.622221840752,17.2222222222222,13.3333333333333,18.8888888888889,7.55555555555556,12.5555555555556,"fire-before",1,0
"589","NV4050111851919990804-914-after","NV4050111851919990804-914","NV4050111851919990804","914",914,"after","fire",1272.38305664062,1999,0.448578070309225,2.40312594221693,0.461998107009449,82.73,179.069997787476,27.7,9.7,23.9,6.2,17.2,"fire-after",1,1
"590","NV4050111851919990804-914-before","NV4050111851919990804-914","NV4050111851919990804","914",914,"before","fire",1272.38305664062,1999,0.371146284739481,-10.1425168736651,0.328009073827385,77.1222222222222,235.122221840753,30.6666666666667,18.2222222222222,13.4444444444444,6.44444444444444,16.1111111111111,"fire-before",1,0
"591","NV4050111851919990804-920-after","NV4050111851919990804-920","NV4050111851919990804","920",920,"after","fire",1439.87170410156,1999,0.262277648356893,-17.7845634242167,0.163567743239726,29.47,180.169998168945,19.2,9.5,28.8,8.8,14.4,"fire-after",1,1
"592","NV4050111851919990804-920-before","NV4050111851919990804-920","NV4050111851919990804","920",920,"before","fire",1439.87170410156,1999,0.142802263916028,5.76990897285286,0.167606037722311,38.9888888888889,232.622221840752,23.6666666666667,11.3333333333333,18.1111111111111,8,13.8888888888889,"fire-before",1,0
"593","NV4050111851919990804-921-after","NV4050111851919990804-921","NV4050111851919990804","921",921,"after","fire",1305.73315429688,1999,0.318564513918414,15.9175495979599,0.403712419944337,75.47,186.940000534058,32.4,11.9,18.6,6,16.8,"fire-after",1,1
"594","NV4050111851919990804-921-before","NV4050111851919990804-921","NV4050111851919990804","921",921,"before","fire",1305.73315429688,1999,0.294641197271123,3.78870702709326,0.309870479739713,77.0888888888889,248.777776294284,28.4444444444444,16.7777777777778,16.4444444444444,7.33333333333333,15.8888888888889,"fire-before",1,0
"595","NV4050111851919990804-925-after","NV4050111851919990804-925","NV4050111851919990804","925",925,"after","fire",1365.44299316406,1999,0.338473655597433,-32.5277373261664,0.17089129113272,33.17,194.100002288818,29,9.4,31.8,7.8,14.8,"fire-after",1,1
"596","NV4050111851919990804-925-before","NV4050111851919990804-925","NV4050111851919990804","925",925,"before","fire",1365.44299316406,1999,0.207687288494171,-1.43359373666653,0.202058976011389,51.4666666666667,254.711112976074,28.6666666666667,11.2222222222222,28,10,14.3333333333333,"fire-before",1,0
"597","NV4050111851919990804-927-after","NV4050111851919990804-927","NV4050111851919990804","927",927,"after","fire",1563.97912597656,1999,0.523110794189756,23.2896516770366,0.621234457257187,147.45,237.350002527237,15,7.375,44.875,14.5,14.625,"fire-after",1,1
"598","NV4050111851919990804-927-before","NV4050111851919990804-927","NV4050111851919990804","927",927,"before","fire",1563.97912597656,1999,0.347038692235737,23.5376281380872,0.430640512417461,121.244444444444,281.544445885552,22.8888888888889,12.5555555555556,19.3333333333333,13,14.4444444444444,"fire-before",1,0
"599","NV4050111851919990804-928-after","NV4050111851919990804-928","NV4050111851919990804","928",928,"after","fire",1376.04711914062,1999,0.18889322037758,-9.15793638049922,0.146513025582824,31.66,216.090002059936,32.1,11.4,18,3.3,16.4,"fire-after",1,1
"600","NV4050111851919990804-928-before","NV4050111851919990804-928","NV4050111851919990804","928",928,"before","fire",1376.04711914062,1999,0.124258492994641,8.38237810991655,0.154031334307675,43.3666666666667,281.544445885552,37.6666666666667,15.4444444444444,10.7777777777778,3.22222222222222,15.7777777777778,"fire-before",1,0
"601","NV4050111851919990804-934-after","NV4050111851919990804-934","NV4050111851919990804","934",934,"after","fire",1424.9853515625,1999,0.2984240363452,-16.9173799107094,0.217293305715318,45.31,208.519999504089,16.8,10.2,32.8,7.4,14.5,"fire-after",1,1
"602","NV4050111851919990804-934-before","NV4050111851919990804-934","NV4050111851919990804","934",934,"before","fire",1424.9853515625,1999,0.18422217924016,-0.085877270121576,0.183902338382591,49.3777777777778,268.499999576145,22.6666666666667,17.3333333333333,17,4.66666666666667,13.4444444444444,"fire-before",1,0
"603","NV4050111851919990804-936-after","NV4050111851919990804-936","NV4050111851919990804","936",936,"after","fire",1370.00964355469,1999,0.38258044471165,1.96113480581155,0.392684178780099,76.22,194.100002288818,35,12.8,19.6,4.4,15.1,"fire-after",1,1
"604","NV4050111851919990804-936-before","NV4050111851919990804-936","NV4050111851919990804","936",936,"before","fire",1370.00964355469,1999,0.286364379547095,5.50425461330082,0.307974173281607,78.4444444444444,254.711112976074,28.5555555555556,15.8888888888889,14.5555555555556,5.44444444444444,16,"fire-before",1,0
"605","NV4050111851919990804-943-after","NV4050111851919990804-943","NV4050111851919990804","943",943,"after","fire",1388.39416503906,1999,0.119431466634806,-0.915147769190032,0.11500918110843,23.8,206.940000534058,23.1,19.3,10.8,1.3,15,"fire-after",1,1
